Flight_no,Departure_airport,Arrival_Airport,Aircraft,Flight_time,standard_Departure,Standard_arrival,Latitude,Longitude,Airline,time_block
LH1651,Sibiu (SBZ),Munich (MUC),CRJ9,5340,12:15,12:55,48.354,11.8,Lufthansa,12
LX1104,Zurich (ZRH),Munich (MUC),F100,2700,12:10,13:05,48.354,11.8,Helvetic Airways,14
FI532,Reykjavik (KEF),Munich (MUC),B752,12480,07:20,13:05,48.354,11.8,Icelandair,14
LH2195,Berlin (TXL),Munich (MUC),CRJ9,2700,12:00,13:05,48.354,11.8,Lufthansa,14
LH435,Chicago (ORD),Munich (MUC),A346,29940,21:20,13:05,48.354,11.8,Lufthansa,14
LH104,Frankfurt (FRA),Munich (MUC),A20N,1860,12:15,13:10,48.354,11.8,Lufthansa,14
BA930,London (LHR),Munich (MUC),A320,4680,10:15,13:10,48.354,11.8,British Airways,14
LH2229,Paris (CDG),Munich (MUC),A320,3720,11:50,13:15,48.354,11.8,Lufthansa,12
EK49,Dubai (DXB),Munich (MUC),A388,21900,08:50,13:15,48.354,11.8,Emirates,14
LH2067,Hamburg (HAM),Munich (MUC),A320,3060,12:00,13:15,48.354,11.8,Lufthansa,14
LH1843,Rome (FCO),Munich (MUC),A321,4080,11:45,13:15,48.354,11.8,Lufthansa,14
AB6033,Dusseldorf (DUS),Munich (MUC),A320,2820,12:10,13:15,48.354,11.8,Air Berlin,14
KL1795,Amsterdam (AMS),Munich (MUC),B737,3300,12:00,13:20,48.354,11.8,KLM,14
AB6301,Hamburg (HAM),Munich (MUC),A320,3300,12:00,13:20,48.354,11.8,Air Berlin,14
XQ976,Izmir (ADB),Munich (MUC),B738,9000,11:30,13:20,48.354,11.8,SunExpress,14
LH2509,Birmingham (BHX),Munich (MUC),A319,5220,10:40,13:30,48.354,11.8,Lufthansa,14
BM1772,Lublin (LUZ),Munich (MUC),E135,5100,11:40,13:30,48.354,11.8,BMI Regional,14
X34293,Rhodes (RHO),Munich (MUC),B738,9420,10:35,12:25,48.354,11.8,TUI fly,12
OU4434,Rijeka (RJK),Munich (MUC),DH8D,3660,12:15,13:35,48.354,11.8,Croatia Airlines,14
BM1734,Brno (BRQ),Munich (MUC),E145,2760,12:30,13:35,48.354,11.8,Brussels Airlines,14
LH2303,Amsterdam (AMS),Munich (MUC),E190,3660,12:10,13:35,48.354,11.8,Lufthansa,14
LH453,Los Angeles (LAX),Munich (MUC),A346,39240,17:05,13:35,48.354,11.8,Lufthansa,14
LH2501,Manchester (MAN),Munich (MUC),A319,5460,10:40,13:40,48.354,11.8,Lufthansa,14
LH2473,London (LHR),Munich (MUC),A320,5220,10:55,13:40,48.354,11.8,Lufthansa,14
LH2009,Dusseldorf (DUS),Munich (MUC),A319,2940,12:30,13:40,48.354,11.8,Lufthansa,14
TK1633,Istanbul (IST),Munich (MUC),A321,8100,12:00,13:40,48.354,11.8,Turkish Airlines,14
LH2453,Oslo (OSL),Munich (MUC),A321,6000,11:30,13:40,48.354,11.8,Lufthansa,14
LH2429,Gothenburg (GOT),Munich (MUC),A320,4860,11:50,13:40,48.354,11.8,Lufthansa,14
EY3,Abu Dhabi (AUH),Munich (MUC),A346,21720,09:05,13:40,48.354,11.8,Etihad Airways,14
LH2147,Stuttgart (STR),Munich (MUC),CRJ9,1380,13:00,13:45,48.354,11.8,Lufthansa,14
LH1971,Palermo (PMO),Munich (MUC),E190,6720,11:40,13:45,48.354,11.8,Air Dolomiti,14
LH1653,Bucharest (OTP),Munich (MUC),A320,6420,12:45,13:45,48.354,11.8,Lufthansa,14
LH1743,Chisinau (KIV),Munich (MUC),E190,7680,12:35,13:50,48.354,11.8,Lufthansa,14
EN8219,Bari (BRI),Munich (MUC),E190,5580,12:10,13:50,48.354,11.8,Air Dolomiti   ,14
LH1703,Sofia (SOF),Munich (MUC),A320,6060,12:55,13:50,48.354,11.8,Lufthansa,14
LH2415,Stockholm (ARN),Munich (MUC),A320,5820,11:40,13:50,48.354,11.8,Lufthansa,14
LH2551,Lviv (LWO),Munich (MUC),CRJ9,4740,13:15,13:55,48.354,11.8,Lufthansa,14
LH1811,Barcelona (BCN),Munich (MUC),A321,6540,11:55,13:55,48.354,11.8,Lufthansa,14
LH1825,Bilbao (BIO),Munich (MUC),A319,6840,11:45,13:55,48.354,11.8,Lufthansa,14
LH2397,Basel (BSL),Munich (MUC),CRJ9,2340,13:05,14:05,48.354,11.8,Lufthansa,14
LH1857,Milan (MXP),Munich (MUC),A319,2640,12:50,13:55,48.354,11.8,Lufthansa,14
LH2515,Dublin (DUB),Munich (MUC),A320,6480,10:45,14:00,48.354,11.8,Lufthansa   ,14
EW1955,Rome (FCO),Munich (MUC),A320,4500,12:35,14:10,48.354,11.8,Eurowings,14
LH1935,Trieste (TRS),Munich (MUC),CRJ9,2520,13:05,14:00,48.354,11.8,Lufthansa,14
LH1623,Krakow (KRK),Munich (MUC),E190,3720,12:45,14:00,48.354,11.8,Lufthansa,14
LH1897,Turin (TRN),Munich (MUC),A321,3300,12:50,14:00,48.354,11.8,Air Dolomiti,14
LH2159,Nurnberg (NUE),Munich (MUC),CRJ9,1380,13:20,14:00,48.354,11.8,Lufthansa,14
LH2329,Vienna (VIE),Munich (MUC),A320,2640,13:10,14:05,48.354,11.8,Austrian Airlines,14
LH1965,Catania (CTA),Munich (MUC),E190,7380,11:50,14:05,48.354,11.8,Air Dolomiti,14
LH2385,Geneva (GVA),Munich (MUC),E190,3720,12:55,14:05,48.354,11.8,Air Dolomiti,14
LH2167,Leipzig (LEJ),Munich (MUC),CRJ9,2340,13:10,14:05,48.354,11.8,Lufthansa,14
LH2463,Helsinki (HEL),Munich (MUC),A321,7260,12:40,14:10,48.354,11.8,Lufthansa,14
LH2037,Berlin (TXL),Munich (MUC),A321,2940,13:00,14:05,48.354,11.8,Lufthansa,14
AB6193,Berlin (TXL),Munich (MUC),A320,2700,12:55,14:05,48.354,11.8,Air Berlin,14
LH2369,Zurich (ZRH),Munich (MUC),CRJ9,2340,13:15,14:10,48.354,11.8,Lufthansa,14
LH2249,Lyon (LYS),Munich (MUC),A319,3480,12:50,14:10,48.354,11.8,Lufthansa,14
LH106,Frankfurt (FRA),Munich (MUC),A320,2460,13:15,14:10,48.354,11.8,Lufthansa,14
LH2137,Munster (FMO),Munich (MUC),CRJ9,2760,13:05,14:15,48.354,11.8,Lufthansa,14
LH2179,Paderborn (PAD),Munich (MUC),CRJ9,3060,13:10,14:15,48.354,11.8,Lufthansa,14
LH2069,Hamburg (HAM),Munich (MUC),A320,3780,13:00,14:15,48.354,11.8,Lufthansa,14
LH1801,Madrid (MAD),Munich (MUC),A320,7440,11:45,14:15,48.354,11.8,Lufthansa,14
LH2111,Bremen (BRE),Munich (MUC),A319,3960,13:05,14:15,48.354,11.8,Lufthansa,14
LH1987,Cologne (CGN),Munich (MUC),A319,3000,13:10,14:15,48.354,11.8,Lufthansa,14
EN8203,Venice (VCE),Munich (MUC),E190,3300,13:20,14:20,48.354,11.8,Air Dolomiti,14
PS415,Kiev (KBP),Munich (MUC),B738,7140,09:25,11:00,48.354,11.8,Ukraine International Airlines,10
LH2273,Nice (NCE),Munich (MUC),A320,3720,13:00,14:20,48.354,11.8,Lufthansa,14
LH1713,Zagreb (ZAG),Munich (MUC),E190,3240,13:15,14:20,48.354,11.8,Air Dolomiti,14
LH1951,Pisa (PSA),Munich (MUC),E190,3780,13:05,14:25,48.354,11.8,Lufthansa,16
EN8241,Bologna (BLQ),Munich (MUC),E190,3000,13:20,14:25,48.354,11.8,Air Dolomiti,14
EN8195,Florence (FLR),Munich (MUC),E190,4080,13:10,14:25,48.354,11.8,Air Dolomiti,14
EN8209,Verona (VRN),Munich (MUC),E190,3060,13:25,14:25,48.354,11.8,Air Dolomiti,14
D85962,Las Palmas (LPA),Munich (MUC),B738,15840,09:00,14:25,48.354,11.8,Norwegian,14
LH1751,Athens (ATH),Munich (MUC),A321,8700,12:55,14:25,48.354,11.8,Lufthansa,14
LH1637,Poznan (POZ),Munich (MUC),CRJ9,3120,13:15,14:30,48.354,11.8,Lufthansa,14
LH2287,Brussels (BRU),Munich (MUC),A319,3480,13:15,14:30,48.354,11.8,Lufthansa,14
LH1691,Prague (PRG),Munich (MUC),E190,1920,13:05,13:55,48.354,11.8,Lufthansa,14
LH2095,Hannover (HAJ),Munich (MUC),A320,2820,13:20,14:25,48.354,11.8,Lufthansa,14
LH1731,Sarajevo (SJJ),Munich (MUC),A320,4140,13:10,14:35,48.354,11.8,Lufthansa,14
LH2319,Luxembourg (LUX),Munich (MUC),CRJ9,2640,13:40,14:40,48.354,11.8,Lufthansa,14
LH1643,Gdansk (GDN),Munich (MUC),CRJ9,4020,13:05,14:40,48.354,11.8,Lufthansa,14
LH1613,Warsaw (WAW),Munich (MUC),E190,4020,13:10,14:40,48.354,11.8,Lufthansa,14
LH1619,Rzeszow (RZE),Munich (MUC),CRJ9,4020,13:10,14:40,48.354,11.8,Lufthansa,14
LH1723,Belgrade (BEG),Munich (MUC),A319,4020,13:10,14:40,48.354,11.8,Lufthansa,14
LH1927,Naples (NAP),Munich (MUC),A321,5160,13:00,14:40,48.354,11.8,Lufthansa,14
LH2011,Dusseldorf (DUS),Munich (MUC),A320,2760,13:30,14:40,48.354,11.8,Lufthansa,14
LH2443,Copenhagen (CPH),Munich (MUC),A319,4320,13:15,14:50,48.354,11.8,Lufthansa,14
LH2125,Dresden (DRS),Munich (MUC),CRJ9,2040,13:50,14:45,48.354,11.8,Lufthansa,14
AF1622,Paris (CDG),Munich (MUC),A321,3480,13:10,14:45,48.354,11.8,Air France,14
AB6121,Cologne (CGN),Munich (MUC),A320,2700,13:40,14:45,48.354,11.8,Air Berlin,14
LH1659,Timisoara (TSR),Munich (MUC),E190,4440,14:20,14:50,48.354,11.8,Lufthansa,14
LH1669,Cluj-Napoca (CLJ),Munich (MUC),E190,5400,14:05,14:50,48.354,11.8,Air Dolomiti,16
LH1677,Budapest (BUD),Munich (MUC),A320,3600,13:35,14:50,48.354,11.8,Lufthansa,14
MS787,Cairo (CAI),Munich (MUC),B738,12600,10:50,14:55,48.354,11.8,EgyptAir,14
LH1795,Porto (OPO),Munich (MUC),A320,8580,11:05,14:45,48.354,11.8,Lufthansa,14
BM1845,Bristol (BRS),Munich (MUC),E145,5940,12:05,15:05,48.354,11.8,BMI Regional,16
LH2039,Berlin (TXL),Munich (MUC),A319,2940,14:00,15:05,48.354,11.8,Lufthansa,16
HV9158,Naples (NAP),Munich (MUC),B737,5760,09:15,10:55,48.354,11.8,Transavia,12
LH108,Frankfurt (FRA),Munich (MUC),A319,2040,14:15,15:10,48.354,11.8,Lufthansa   ,16
X32843,Funchal (FNC),Munich (MUC),B738,14580,10:00,15:10,48.354,11.8,TUI fly   ,16
S7897,Moscow (DME),Munich (MUC),A320,9600,13:05,15:15,48.354,11.8,S7 Airlines,16
LH2263,Marseille (MRS),Munich (MUC),E190,5100,13:40,15:15,48.354,11.8,Lufthansa,16
EW1887,Rhodes (RHO),Munich (MUC),A320,9600,13:10,15:20,48.354,11.8,Eurowings,14
LH2219,Toulouse (TLS),Munich (MUC),A320,5580,13:40,15:20,48.354,11.8,Lufthansa,16
AB6303,Hamburg (HAM),Munich (MUC),A320,3300,14:00,15:20,48.354,11.8,Air Berlin,16
DE2153,Cancun (CUN),Munich (MUC),B763,37380,21:30,15:25,48.354,11.8,Condor,16
AB6035,Dusseldorf (DUS),Munich (MUC),A320,2640,14:15,15:25,48.354,11.8,Air Berlin,16
VY1814,Barcelona (BCN),Munich (MUC),A320,6300,13:25,15:30,48.354,11.8,Vueling,16
BA952,London (LHR),Munich (MUC),A319,5040,12:40,15:35,48.354,11.8,British Airways,16
LG9735,Luxembourg (LUX),Munich (MUC),DH8D,3720,14:30,15:40,48.354,11.8,Luxair,16
U21313,Geneva (GVA),Munich (MUC),A319,2940,14:35,15:55,48.354,11.8,EasyJet,18
U23071,London (STN),Munich (MUC),A319,5160,13:15,16:00,48.354,11.8,EasyJet,16
LH2231,Paris (CDG),Munich (MUC),A321,3900,14:40,16:05,48.354,11.8,Lufthansa,16
AZ436,Rome (FCO),Munich (MUC),A319,4980,14:40,16:10,48.354,11.8,Alitalia,16
LH110,Frankfurt (FRA),Munich (MUC),A320,2100,15:15,16:10,48.354,11.8,Lufthansa,16
AB6199,Berlin (TXL),Munich (MUC),A320,2640,15:00,16:10,48.354,11.8,Air Berlin,16
OS113,Vienna (VIE),Munich (MUC),E190,2460,15:10,16:10,48.354,11.8,Austrian Airlines,16
LH2071,Hamburg (HAM),Munich (MUC),A321,3240,15:00,16:15,48.354,11.8,Lufthansa,16
DE1401,Lanzarote (ACE),Munich (MUC),A320,14580,10:55,16:15,48.354,11.8,Condor,16
LX1108,Zurich (ZRH),Munich (MUC),F100,2700,15:25,16:20,48.354,11.8,Helvetic Airways,16
U28983,London (LGW),Munich (MUC),A320,4980,13:25,16:20,48.354,11.8,EasyJet,16
EW1713,Edinburgh (EDI),Munich (MUC),A320,6120,08:35,11:55,48.354,11.8,Eurowings,12
LH2475,London (LHR),Munich (MUC),A320,4740,13:50,16:35,48.354,11.8,Lufthansa,16
X32197,Tenerife (TFS),Munich (MUC),B738,15300,11:50,17:25,48.354,11.8,TUI fly,18
LH1845,Rome (FCO),Munich (MUC),A321,4440,14:55,16:25,48.354,11.8,Lufthansa,16
LH2013,Dusseldorf (DUS),Munich (MUC),A320,2520,15:30,16:40,48.354,11.8,Lufthansa,16
AT822,Casablanca (CMN),Munich (MUC),E190,11040,12:15,16:45,48.354,11.8,Royal Air Maroc,18
BM1754,Norrkoping (NRK),Munich (MUC),E145,5940,14:45,16:45,48.354,11.8,BMI Regional,16
4U4066,Dortmund (DTM),Munich (MUC),A319,2760,15:45,16:50,48.354,11.8,Germanwings,16
Y87453,Amsterdam (AMS),Munich (MUC),B744,3600,15:35,16:55,48.354,11.8,Yangtze River Express,18
TK1635,Istanbul (IST),Munich (MUC),A333,7920,15:10,16:55,48.354,11.8,Turkish Airlines,16
LH723,Beijing (PEK),Munich (MUC),A346,34920,12:40,17:00,48.354,11.8,Lufthansa,16
KL1797,Amsterdam (AMS),Munich (MUC),B738,3960,15:35,17:00,48.354,11.8,KLM,18
LH2041,Berlin (TXL),Munich (MUC),A320,2760,16:00,17:05,48.354,11.8,Lufthansa,16
LH2097,Hannover (HAJ),Munich (MUC),A319,2880,16:00,17:05,48.354,11.8,Lufthansa,18
AF1822,Paris (CDG),Munich (MUC),A321,3840,15:40,17:10,48.354,11.8,Air France,18
LH112,Frankfurt (FRA),Munich (MUC),A321,2040,16:15,17:10,48.354,11.8,Lufthansa,18
LH2169,Leipzig (LEJ),Munich (MUC),CRJ9,2280,16:15,17:10,48.354,11.8,Lufthansa,18
LH2305,Amsterdam (AMS),Munich (MUC),A319,3600,15:55,17:20,48.354,11.8,Lufthansa,18
EW1843,Lamezia Terme (SUF),Munich (MUC),A320,6120,15:00,17:10,48.354,11.8,Eurowings,16
HG7521,Palma de Mallorca (PMI),Munich (MUC),A321,6540,14:15,16:25,48.354,11.8,Niki,16
LH459,San Francisco (SFO),Munich (MUC),A346,38460,20:55,17:15,48.354,11.8,Lufthansa,18
AB6305,Hamburg (HAM),Munich (MUC),A320,3000,16:00,17:20,48.354,11.8,Air Berlin,18
BM1744,Rostock (RLG),Munich (MUC),E145,3480,16:00,17:20,48.354,11.8,Brussels Airlines,18
NH217,Tokyo (HND),Munich (MUC),B789,40260,12:30,17:20,48.354,11.8,All Nippon Airways,18
LH1803,Madrid (MAD),Munich (MUC),A320,7560,14:55,17:25,48.354,11.8,Lufthansa,18
UX1517,Madrid (MAD),Munich (MUC),E190,7800,14:55,17:25,48.354,11.8,Air Europa,18
LH1785,Ankara (ESB),Munich (MUC),A319,9660,15:35,17:35,48.354,11.8,Lufthansa,18
LH2161,Nurnberg (NUE),Munich (MUC),CRJ9,1320,16:50,17:30,48.354,11.8,Lufthansa,18
LH1989,Cologne (CGN),Munich (MUC),A319,2460,16:25,17:30,48.354,11.8,Lufthansa,18
AB6037,Dusseldorf (DUS),Munich (MUC),A320,2520,16:20,17:30,48.354,11.8,Air Berlin,18
Y87486,Brussels (BRU),Munich (MUC),B744,3300,11:15,12:35,48.354,11.8,Yangtze River Express,12
LH1959,Ancona (AOI),Munich (MUC),CRJ9,3600,16:20,17:35,48.354,11.8,Lufthansa,18
LH2417,Stockholm (ARN),Munich (MUC),A320,6300,15:25,17:35,48.354,11.8,Lufthansa,18
LH1693,Prague (PRG),Munich (MUC),E190,1800,16:45,17:35,48.354,11.8,Air Dolomiti,18
LH1937,Trieste (TRS),Munich (MUC),CRJ9,2580,16:40,17:35,48.354,11.8,Lufthansa,18
U22555,Milan (MXP),Munich (MUC),A319,3120,16:25,17:40,48.354,11.8,EasyJet,18
EN8205,Venice (VCE),Munich (MUC),E190,2760,16:40,17:40,48.354,11.8,Air Dolomiti,18
SX218,Bern (BRN),Munich (MUC),D328,3000,16:40,17:40,48.354,11.8,SkyWork Airlines,18
LH1813,Barcelona (BCN),Munich (MUC),A321,6900,15:40,17:40,48.354,11.8,Lufthansa,18
LH2345,Graz (GRZ),Munich (MUC),CRJ9,2400,16:45,17:40,48.354,11.8,Lufthansa,18
LH1633,Wroclaw (WRO),Munich (MUC),CRJ9,3000,16:35,17:40,48.354,11.8,Lufthansa,18
LH715,Tokyo (HND),Munich (MUC),A346,41160,12:35,17:40,48.354,11.8,Lufthansa,18
LH2199,Cologne (CGN),Munich (MUC),A321,2400,16:10,17:15,48.354,11.8,Lufthansa,18
HV9626,Palermo (PMO),Munich (MUC),B737,6660,15:45,17:45,48.354,11.8,Transavia,18
SK2657,Copenhagen (CPH),Munich (MUC),CRJ9,4020,16:10,17:45,48.354,11.8,SAS,18
EN8243,Bologna (BLQ),Munich (MUC),E190,3600,16:40,17:45,48.354,11.8,Air Dolomiti,18
LH2331,Vienna (VIE),Munich (MUC),A320,2580,16:55,17:50,48.354,11.8,Austrian Airlines,18
LH2371,Zurich (ZRH),Munich (MUC),E190,2700,16:55,17:50,48.354,11.8,Lufthansa,18
EN8211,Verona (VRN),Munich (MUC),E190,2820,16:50,17:50,48.354,11.8,Air Dolomiti,18
AY807,Helsinki (HEL),Munich (MUC),A321,7320,16:15,17:50,48.354,11.8,Finnair,18
LH2113,Bremen (BRE),Munich (MUC),A319,3420,16:40,17:50,48.354,11.8,Lufthansa,18
LH1679,Budapest (BUD),Munich (MUC),A320,3600,16:30,17:45,48.354,11.8,Lufthansa,18
LH2251,Lyon (LYS),Munich (MUC),CRJ9,3780,16:30,17:50,48.354,11.8,Lufthansa,18
LH2399,Basel (BSL),Munich (MUC),CRJ9,2520,16:55,17:55,48.354,11.8,Lufthansa,18
ST4891,Arbil (EBL),Munich (MUC),A319,15240,14:15,17:55,48.354,11.8,Germania,18
EN8197,Florence (FLR),Munich (MUC),E190,4020,16:40,17:55,48.354,11.8,Air Dolomiti   ,18
LH2387,Geneva (GVA),Munich (MUC),CRJ9,3180,16:45,17:55,48.354,11.8,Lufthansa,18
BA960,London (LHR),Munich (MUC),A321,5040,15:05,18:05,48.354,11.8,British Airways,18
AB6203,Berlin (TXL),Munich (MUC),A320,3060,16:50,18:00,48.354,11.8,Alitalia,18
LH2545,Kiev (KBP),Munich (MUC),A320,7140,16:40,18:00,48.354,11.8,Lufthansa,18
LH1945,Genoa (GOA),Munich (MUC),E190,4020,16:45,18:00,48.354,11.8,Air Dolomiti,18
LH1861,Milan (MXP),Munich (MUC),A320,2940,16:55,18:00,48.354,11.8,Lufthansa,18
LH1781,Izmir (ADB),Munich (MUC),A319,8700,16:20,18:00,48.354,11.8,Lufthansa,18
LH1715,Zagreb (ZAG),Munich (MUC),CRJ9,3240,16:55,18:00,48.354,11.8,Lufthansa,18
LH2127,Dresden (DRS),Munich (MUC),CRJ9,2280,17:10,18:05,48.354,11.8,Lufthansa,18
LH2043,Berlin (TXL),Munich (MUC),A319,3120,17:00,18:05,48.354,11.8,Lufthansa,18
LH1639,Poznan (POZ),Munich (MUC),CRJ9,3240,16:35,17:50,48.354,11.8,Lufthansa,18
LH1625,Krakow (KRK),Munich (MUC),A319,3540,16:50,18:05,48.354,11.8,Lufthansa,18
LH2149,Stuttgart (STR),Munich (MUC),CRJ9,1380,17:20,18:05,48.354,11.8,Lufthansa,18
KM308,Luqa (MLA),Munich (MUC),A319,8280,15:40,18:00,48.354,11.8,Air Malta,18
LH114,Frankfurt (FRA),Munich (MUC),A321,2280,17:15,18:10,48.354,11.8,Lufthansa,18
LH1835,Malaga (AGP),Munich (MUC),A320,9120,17:55,20:45,48.354,11.8,Lufthansa   ,20
LH1711,Dubrovnik (DBV),Munich (MUC),A320,5520,16:35,18:10,48.354,11.8,Lufthansa,18
LH2075,Hamburg (HAM),Munich (MUC),A321,3300,17:00,18:15,48.354,11.8,Lufthansa,18
LH2321,Luxembourg (LUX),Munich (MUC),CRJ9,3000,17:15,18:15,48.354,11.8,Lufthansa,18
LH2289,Brussels (BRU),Munich (MUC),E190,3780,17:00,18:15,48.354,11.8,Lufthansa,18
LH1615,Warsaw (WAW),Munich (MUC),E190,4260,16:45,18:15,48.354,11.8,Air Dolomiti,18
LH1729,Belgrade (BEG),Munich (MUC),A319,4260,16:45,18:15,48.354,11.8,Lufthansa,18
LH2529,Moscow (DME),Munich (MUC),A320,9780,16:10,18:15,48.354,11.8,Lufthansa,18
LH1991,Cologne (CGN),Munich (MUC),A320,2640,17:15,18:20,48.354,11.8,Lufthansa,18
LH1645,Gdansk (GDN),Munich (MUC),CRJ9,4320,16:45,18:20,48.354,11.8,Lufthansa,18
LH2565,St. Petersburg (LED),Munich (MUC),A320,7800,16:35,18:20,48.354,11.8,Lufthansa,18
LH2307,Amsterdam (AMS),Munich (MUC),CRJ9,3300,17:10,18:35,48.354,11.8,Air Dolomiti,18
LH1717,Split (SPU),Munich (MUC),E190,4080,17:05,18:25,48.354,11.8,Lufthansa   ,18
LH2017,Split (SPU),Munich (MUC),A319,3720,17:05,18:25,48.354,11.8,Lufthansa,18
LH1791,Lisbon (LIS),Munich (MUC),A321,10320,14:25,18:25,48.354,11.8,Lufthansa,18
LH1899,Turin (TRN),Munich (MUC),CRJ9,3120,17:15,18:25,48.354,11.8,Lufthansa,18
LH2099,Hannover (HAJ),Munich (MUC),A320,3060,17:15,18:20,48.354,11.8,Lufthansa,18
IB3192,Madrid (MAD),Munich (MUC),A320,7380,15:55,18:30,48.354,11.8,Iberia,18
OS115,Vienna (VIE),Munich (MUC),A320,2520,17:30,18:30,48.354,11.8,Austrian Airlines,18
JP108,Ljubljana (LJU),Munich (MUC),CRJ7,2460,17:40,18:35,48.354,11.8,Adria Airways,18
LH1665,Sibiu (SBZ),Munich (MUC),CRJ9,5400,17:55,18:35,48.354,11.8,Lufthansa,18
A3502,Thessaloniki (SKG),Munich (MUC),A320,6780,17:25,18:40,48.354,11.8,Aegean Airlines,18
LH1671,Cluj-Napoca (CLJ),Munich (MUC),E190,5040,17:55,18:40,48.354,11.8,Air Dolomiti,20
LH1661,Timisoara (TSR),Munich (MUC),E190,4620,18:10,18:40,48.354,11.8,Lufthansa,18
SU2326,Moscow (SVO),Munich (MUC),A321,9480,14:35,16:45,48.354,11.8,Aeroflot,16
LH2015,Dusseldorf (DUS),Munich (MUC),A320,2880,17:30,18:40,48.354,11.8,Lufthansa,18
AB6041,Dusseldorf (DUS),Munich (MUC),A320,2940,17:35,18:45,48.354,11.8,Air Berlin,18
LO353,Warsaw (WAW),Munich (MUC),E190,3900,17:10,18:50,48.354,11.8,LOT,18
AB6123,Cologne (CGN),Munich (MUC),A320,2520,17:50,18:55,48.354,11.8,Air Berlin,18
BT223,Riga (RIX),Munich (MUC),B735,6660,17:35,18:50,48.354,11.8,Go2Sky,20
TP554,Lisbon (LIS),Munich (MUC),A319,9780,14:55,18:55,48.354,11.8,TAP Portugal,20
AB6205,Berlin (TXL),Munich (MUC),A320,2820,17:55,19:00,48.354,11.8,Air Berlin,20
WY123,Muscat (MCT),Munich (MUC),A333,23580,14:05,19:00,48.354,11.8,Oman Air,18
AB6307,Hamburg (HAM),Munich (MUC),A321,3000,17:40,19:00,48.354,11.8,Air Berlin,20
IG263,Milan (LIN),Munich (MUC),B737,2580,17:55,19:05,48.354,11.8,Meridiana,18
LH2045,Berlin (TXL),Munich (MUC),A320,2460,18:00,19:05,48.354,11.8,Lufthansa,20
RO311,Sibiu (SBZ),Munich (MUC),B733,5400,18:25,19:05,48.354,11.8,Tarom,20
LH116,Frankfurt (FRA),Munich (MUC),A319,1740,18:15,19:10,48.354,11.8,Lufthansa,18
LH2477,London (LHR),Munich (MUC),A320,4620,16:25,19:10,48.354,11.8,Lufthansa,20
LH2235,Paris (CDG),Munich (MUC),A320,3600,17:50,19:15,48.354,11.8,Lufthansa,20
LH2077,Hamburg (HAM),Munich (MUC),A320,3180,18:00,19:15,48.354,11.8,Lufthansa,20
EW1835,Amsterdam (AMS),Munich (MUC),A320,3480,17:05,18:35,48.354,11.8,Eurowings,18
LG9737,Luxembourg (LUX),Munich (MUC),DH8D,2940,18:15,19:25,48.354,11.8,Luxair,20
AB6043,Dusseldorf (DUS),Munich (MUC),A320,2820,18:20,19:35,48.354,11.8,Air Berlin,20
LO8167,Tallinn (TLL),Munich (MUC),CRJ9,7020,18:05,19:30,48.354,11.8,Nordica,20
AF1022,Paris (CDG),Munich (MUC),A320,3900,18:05,19:35,48.354,11.8,Air France,20
LH1929,Naples (NAP),Munich (MUC),A320,5280,18:05,19:45,48.354,11.8,Lufthansa,20
JP174,Lodz (LCJ),Munich (MUC),CRJ7,3600,18:25,19:45,48.354,11.8,Adria Airways,20
EW1927,Paris (CDG),Munich (MUC),A320,3660,18:05,19:45,48.354,11.8,Eurowings,20
BM1748,Milan (BGY),Munich (MUC),E135,2760,18:40,19:45,48.354,11.8,BMI Regional,20
EI356,Dublin (DUB),Munich (MUC),A320,6780,16:20,19:45,48.354,11.8,Aer Lingus,20
AB6207,Berlin (TXL),Munich (MUC),A320,2700,18:40,19:50,48.354,11.8,Air Berlin,20
VY1816,Barcelona (BCN),Munich (MUC),A320,7920,17:50,19:55,48.354,11.8,Vueling,20
LH2221,Toulouse (TLS),Munich (MUC),E190,4980,18:10,19:55,48.354,11.8,Lufthansa,20
OU436,Zagreb (ZAG),Munich (MUC),DH8D,3780,18:40,19:55,48.354,11.8,Croatia Airlines,20
LH2047,Berlin (TXL),Munich (MUC),A320,2760,19:00,20:05,48.354,11.8,Lufthansa,20
EN8221,Bari (BRI),Munich (MUC),E190,5460,19:05,20:45,48.354,11.8,Air Dolomiti,20
KL1799,Amsterdam (AMS),Munich (MUC),B737,4080,18:45,20:05,48.354,11.8,KLM,20
LH118,Frankfurt (FRA),Munich (MUC),A319,2100,19:15,20:10,48.354,11.8,Lufthansa,20
4U4062,Dortmund (DTM),Munich (MUC),A319,2760,19:05,20:10,48.354,11.8,Germanwings,20
LX1110,Zurich (ZRH),Munich (MUC),E190,2580,19:20,20:15,48.354,11.8,Helvetic Airways,20
LH2079,Hamburg (HAM),Munich (MUC),A321,3300,19:00,20:15,48.354,11.8,Lufthansa,20
LH1655,Bucharest (OTP),Munich (MUC),A321,6060,19:15,20:15,48.354,11.8,Lufthansa,20
BA956,London (LHR),Munich (MUC),A320,5100,17:20,20:15,48.354,11.8,British Airways,20
LH1705,Sofia (SOF),Munich (MUC),E190,5760,19:20,20:20,48.354,11.8,Lufthansa,20
LH2275,Nice (NCE),Munich (MUC),A320,4800,19:05,20:25,48.354,11.8,Lufthansa,20
VAS816,Moscow (SVO),Munich (MUC),B734,9660,17:05,20:25,48.354,11.8,ATRAN,22
